Mesh_id,Link_id,Locptid,Loctabcode,Locdir,Dir
514565,1634407,868,32,+,1
514565,95924083,868,32,+,1
514565,95924082,868,32,+,1
514565,91879876,868,32,+,1
514565,91879877,869,32,+,1
514565,91879875,869,32,+,1
514565,95924101,869,32,+,1
514565,95924102,869,32,+,1
514565,95924080,869,32,+,1
514565,1634412,869,32,+,1
514565,1634414,869,32,+,1
514565,1634401,869,32,+,1
514565,86230184,870,32,+,1
514566,86454727,871,32,+,1
514566,1394947,872,32,+,1
514565,16078719,873,32,+,1
514565,16078716,873,32,+,1
514565,86454665,874,32,+,1
514565,16078857,875,32,+,1
514565,1631323,875,32,+,1
514565,1631318,875,32,+,1
514565,1625161,875,32,+,1
514565,16078741,876,32,+,1
514565,16078742,876,32,+,1
514565,1631327,876,32,+,1
514565,1628233,877,32,+,1
514565,1628234,877,32,+,1
514565,1631296,877,32,+,1
514565,86230181,877,32,+,1
514565,16078668,877,32,+,1
514565,16078673,877,32,+,1
514565,16078694,877,32,+,1
514565,16078695,877,32,+,1
514565,1631335,878,32,+,1
514565,91879936,878,32,+,1
514565,91879937,878,32,+,1
514565,91879958,878,32,+,1
514565,91879959,878,32,+,1
514565,1631344,878,32,+,1
514565,91879967,878,32,+,1
514565,91879968,878,32,+,1
514565,91879974,878,32,+,1
514565,86454739,878,32,+,1
514566,86454712,879,32,+,1
514566,86454711,879,32,+,1
514566,86454710,879,32,+,1
514566,86454709,879,32,+,1
514566,1382516,879,32,+,1
514566,1382514,879,32,+,1
514566,1378107,879,32,+,1
514566,86454688,879,32,+,1
514566,86454687,879,32,+,1
514566,86454691,879,32,+,1
514566,86454701,879,32,+,1
514566,91880019,879,32,+,1
514566,91880018,879,32,+,1
514566,86454719,879,32,+,1
514566,86454718,879,32,+,1
514566,1376727,879,32,+,1
514566,86454731,880,32,+,1
514566,86454730,880,32,+,1
514565,86454743,880,32,+,1
514565,86454745,880,32,+,1
514565,86454744,880,32,+,1
514565,91879971,880,32,+,1
514565,91879970,880,32,+,1
514565,1631346,880,32,+,1
514565,91879964,880,32,+,1
514565,91879963,880,32,+,1
514565,91879962,880,32,+,1
514565,91879961,880,32,+,1
514565,1631337,880,32,+,1
514565,1625169,880,32,+,1
514565,1631269,880,32,+,1
514565,1636046,880,32,+,1
514565,1631265,880,32,+,1
514565,1628184,880,32,+,1
514565,1626637,880,32,+,1
514565,16078854,880,32,+,1
514565,16078853,880,32,+,1
514565,1631320,880,32,+,1
514565,16078745,880,32,+,1
514565,16078744,880,32,+,1
514565,1636038,880,32,+,1
514565,16078723,880,32,+,1
514565,16078722,880,32,+,1
514565,16078720,880,32,+,1
514565,86454667,880,32,+,1
514565,86454665,880,32,+,1
514565,16078684,880,32,+,1
514565,16078683,880,32,+,1
514565,16078702,880,32,+,1
514565,16078701,880,32,+,1
514565,16078677,880,32,+,1
514565,16078676,880,32,+,1
514565,1631301,880,32,+,1
514565,1631314,880,32,+,1
514565,1631313,880,32,+,1
514565,1631293,880,32,+,1
514565,16078727,880,32,+,1
514565,16078726,880,32,+,1
514565,1629712,880,32,+,1
514565,86230186,880,32,+,1
514565,1632801,880,32,+,1
514565,1632800,880,32,+,1
514565,86230175,880,32,+,1
514565,86230174,880,32,+,1
514565,1629789,880,32,+,1
514565,86230119,880,32,+,1
514565,86230118,880,32,+,1
514566,1388707,881,32,+,1
514566,1380948,881,32,+,1
514566,1380968,881,32,+,1
514566,1380971,881,32,+,1
514566,1380972,881,32,+,1
514566,1380959,882,32,+,1
514566,1380962,882,32,+,1
514566,1388746,882,32,+,1
514566,1388750,882,32,+,1
514566,1380934,882,32,+,1
514566,16078863,883,32,+,1
514566,16078864,883,32,+,1
514566,16078858,883,32,+,1
514566,16078869,883,32,+,1
514566,16078876,883,32,+,1
514566,16078879,883,32,+,1
514566,16078890,883,32,+,1
514566,16221893,883,32,+,1
514566,16221898,883,32,+,1
514566,16221903,883,32,+,1
514566,16221904,883,32,+,1
514566,1393342,883,32,+,1
514566,1379529,883,32,+,1
514566,1379535,883,32,+,1
514566,86454542,884,32,+,1
514566,86454541,884,32,+,1
514566,91880071,884,32,+,1
514566,91880070,884,32,+,1
514566,86454531,884,32,+,1
514566,86454530,884,32,+,1
514566,1380978,884,32,+,1
514566,1384023,884,32,+,1
514566,1384022,884,32,+,1
514566,1382442,884,32,+,1
514566,1380938,884,32,+,1
514566,1388744,884,32,+,1
514566,1388741,884,32,+,1
514566,1388739,884,32,+,1
514566,1388736,884,32,+,1
514566,1379604,884,32,+,1
514566,86454416,884,32,+,1
514566,86454415,884,32,+,1
514566,86454413,884,32,+,1
514566,1384026,884,32,+,1
514566,1379564,884,32,+,1
514566,1379586,884,32,+,1
514566,1379585,884,32,+,1
514566,1379546,884,32,+,1
514566,1379517,884,32,+,1
514566,1379516,884,32,+,1
514566,1378183,884,32,+,1
514566,1378181,884,32,+,1
514566,16221913,884,32,+,1
514566,16221912,884,32,+,1
514566,16221910,884,32,+,1
514566,16221908,884,32,+,1
514566,1387101,884,32,+,1
514566,95924114,884,32,+,1
514566,95924113,884,32,+,1
514566,16078887,884,32,+,1
514566,16078886,884,32,+,1
514566,16078884,884,32,+,1
514566,1393339,884,32,+,1
514566,16078569,884,32,+,1
514566,16078568,884,32,+,1
514566,16078561,884,32,+,1
514566,16078560,884,32,+,1
514566,88660071,884,32,+,1
514566,88660070,884,32,+,1
514566,16078554,884,32,+,1
514566,16078553,884,32,+,1
514566,16078545,884,32,+,1
514566,16078549,884,32,+,1
514566,16078548,884,32,+,1
514566,49719329,884,32,+,1
514566,49719328,884,32,+,1
514566,1375176,884,32,+,1
514566,16078538,884,32,+,1
514566,16078537,884,32,+,1
514566,86454424,884,32,+,1
514566,86454423,884,32,+,1
514566,1378178,884,32,+,1
514566,1382462,884,32,+,1
514566,1378142,884,32,+,1
514566,1378117,884,32,+,1
514566,1385547,884,32,+,1
514566,1385551,884,32,+,1
514566,1375147,884,32,+,1
514566,1375151,884,32,+,1
514566,16078543,884,32,+,1
514566,16078544,884,32,+,1
514566,1375171,884,32,+,1
514566,49719331,884,32,+,1
514566,49719332,884,32,+,1
514566,16078551,884,32,+,1
514566,16078552,884,32,+,1
514566,1384035,884,32,+,1
514566,16078558,884,32,+,1
514566,16078559,884,32,+,1
514566,88660063,884,32,+,1
514566,91880039,884,32,+,1
514566,16078566,884,32,+,1
514566,16078567,884,32,+,1
514566,16078572,884,32,+,1
514566,16078573,884,32,+,1
514566,1394887,884,32,+,1
514566,16078871,884,32,+,1
514566,16078874,884,32,+,1
514566,16078881,884,32,+,1
514566,16078888,884,32,+,1
514566,16078889,884,32,+,1
514566,1387118,884,32,+,1
514566,16221895,884,32,+,1
514566,16221900,884,32,+,1
514566,16221905,884,32,+,1
514566,16221906,884,32,+,1
514566,87270538,884,32,+,1
514566,1379598,884,32,+,1
514566,1379523,884,32,+,1
514566,1379526,884,32,+,1
514566,1379589,884,32,+,1
514566,1379591,884,32,+,1
514566,1379570,884,32,+,1
514566,1379572,884,32,+,1
514566,1375197,884,32,+,1
514566,86454455,884,32,+,1
514566,86454456,884,32,+,1
514566,1388710,884,32,+,1
514566,1388713,884,32,+,1
514566,1388761,884,32,+,1
514566,1388763,884,32,+,1
514566,1380981,884,32,+,1
514566,1380982,884,32,+,1
514566,1383990,884,32,+,1
514566,1383993,884,32,+,1
514566,1385554,884,32,+,1
514566,1387093,884,32,+,1
514566,1380985,884,32,+,1
514566,91880072,884,32,+,1
514566,91880073,884,32,+,1
514566,86454538,884,32,+,1
514566,86454539,884,32,+,1
